symbol,date,entry,exit,sl,tp,rr,risk_pct,pnl_pct,win,reason,days,year
WAT,2017-10-26,192.68370483398436,195.9499969482422,179.9867974765678,230.77442690623405,3.0,6.589507591395015,1.6951574172149375,True,timeout,20,2017
GDDY,2017-10-27,46.07460090637207,50.421198702575246,44.62573497430434,50.421198702575246,3.0,3.144608750951436,9.433826252854308,True,target,17,2017
WAT,2017-10-27,197.7525,196.7100067138672,185.66056607311657,234.02830178065028,3.0,6.114680687669399,-0.5271707240782343,False,timeout,20,2017
XYL,2017-10-31,59.487997398376464,61.76432418823242,57.57455437975205,65.2283264542497,2.9999999999999964,3.2165194699874613,3.8265312153844375,True,timeout,20,2017
PGR,2017-11-03,38.32803520202636,41.33740934877069,37.32491048644492,41.33740934877069,3.0,2.6172088141069345,7.851626442320804,True,target,18,2017
J,2017-11-06,46.70904247283936,44.440884900151104,44.440884900151104,53.513515190904116,3.0,4.855928215627957,-4.855928215627957,False,stop,7,2017
LEN,2017-11-08,50.31192054748535,55.71457360039307,46.710151845546875,55.71457360039307,1.5000000000000009,7.158877384811929,10.738316077217902,True,target,15,2017
VRSN,2017-11-17,111.22474617004394,114.66927337646484,107.27799411210995,123.06500234384592,3.0,3.5484477994672794,3.096907230657823,True,timeout,20,2017
WDAY,2017-11-20,112.66200302124024,105.54528123132361,105.54528123132361,134.0121683909901,2.9999999999999982,6.316878449759947,-6.316878449759947,False,stop,7,2017
DG,2017-11-20,76.83825119018555,85.74545902147328,73.86918191308963,85.74545902147328,3.0,3.8640510827700187,11.592153248310058,True,target,12,2017
GOOGL,2017-11-27,52.62951015472412,51.60594058004102,51.60594058004102,55.70021887877343,3.0,1.9448586385735604,-1.9448586385735604,False,stop,2,2017
BRO,2017-11-28,23.55374370574951,24.010533685227976,23.249217052763868,24.010533685227976,1.5,1.2929012762897132,1.9393519144345697,True,target,1,2017
GLW,2017-11-28,25.74551565170288,25.233767608020553,25.233767608020553,27.280759782749865,3.0,1.9877172032811057,-1.9877172032811057,False,stop,3,2017
UNH,2017-11-28,186.1918601989746,197.29123418524293,182.4920688702185,197.29123418524293,3.0,1.9870854315555526,5.961256294666659,True,target,2,2017
SCHW,2017-11-28,41.73354320526123,45.34675520514805,40.529139205298954,45.34675520514805,3.0,2.8859375635530466,8.65781269065914,True,target,4,2017
SCHW,2017-11-29,42.86674243927002,46.536949157714844,40.4293590659408,50.178892559257676,3.0,5.685954272784543,8.561897894724478,True,timeout,20,2017
PAYX,2017-11-29,51.44757453918457,53.34096145629883,49.82984094666616,56.30077531673981,3.0,3.1444312137324966,3.6802258105912755,True,timeout,20,2017
UNH,2017-11-29,191.99798904418944,194.4961395263672,182.8729918376859,219.37298066370005,3.0,4.752652489710903,1.301133670521302,True,timeout,20,2017
EXPD,2017-11-29,57.5703369140625,59.39685821533203,53.22733241736446,70.59935040415664,3.0000000000000018,7.54382331161448,3.1726778045368222,True,timeout,20,2017
SYY,2017-11-29,45.85453754425049,49.01490020751953,43.67704805295617,52.38700601813346,3.0,4.748689241916366,6.892148154845596,True,timeout,20,2017
CI,2017-11-30,190.58303649902342,184.65252685546875,179.3648737486971,224.23752475000236,3.0,5.886233610504888,-3.1117720404171756,False,timeout,20,2017
MMM,2017-11-30,151.4107081604004,148.05259704589844,145.80706675651197,168.22163237206564,3.0,3.7009544912451453,-2.217882179736231,False,timeout,20,2017
SHW,2017-11-30,122.49604934692383,128.72319275377245,120.42033487797428,128.72319275377245,3.0,1.694515439490513,5.083546318471539,True,target,15,2017
EL,2017-11-30,111.5155103302002,113.99163109566,110.57451280358983,113.99163109566,2.631378611991878,0.843826588627947,2.2204272375456484,True,target,9,2017
CNC,2017-11-30,50.53454818725586,47.567625753390786,47.567625753390786,59.435315488851074,3.0,5.871077392185512,-5.871077392185512,False,stop,11,2017
ADBE,2017-11-30,179.6553012084961,173.51378299418252,173.51378299418252,188.86757852996647,1.5,3.4185009699135662,-3.4185009699135662,False,stop,2,2017
MAS,2017-11-30,37.286666564941406,38.56736373901367,34.850168806152034,44.59615984130952,3.0,6.534501427060461,3.4347322838358383,True,timeout,20,2017
AXP,2017-11-30,86.3228231048584,88.62258911132812,82.94761656980093,96.44844271003082,3.0,3.909981640611462,2.6641459625065127,True,timeout,20,2017
INTU,2017-11-30,146.51078521728516,151.86965459045408,142.93820563517255,151.86965459045408,1.5,2.4384413589854415,3.6576620384781626,True,target,12,2017
SYY,2017-12-04,47.30884552001953,48.66972732543945,45.33235460832333,53.23831825510814,3.0,4.17784642590743,2.876590604697893,True,timeout,20,2017
UPS,2017-12-04,88.97864433288574,85.61933623954758,85.61933623954758,99.05656861290021,3.0,3.775409390112034,-3.775409390112034,False,stop,3,2017
LOW,2017-12-04,74.86711853027343,79.04206085205078,69.63546631925234,90.56207516333669,3.0,6.987917144033803,5.5764698892333655,True,timeout,20,2017
SNPS,2017-12-07,89.42670181274414,85.6094294276946,85.6094294276946,95.15261039031847,1.5000000000000018,4.268604687046114,-4.268604687046114,False,stop,11,2017
EL,2017-12-13,114.30271774291992,115.98067474365234,111.78442770371561,121.85758786053287,3.0,2.203175995227203,1.4679939671306326,True,timeout,20,2017
MMM,2017-12-13,148.90108474731446,147.39754842742758,147.39754842742758,153.6257131699897,3.1423440592580505,1.0097551152420292,-1.0097551152420292,False,stop,7,2017
GOOG,2017-12-15,52.2484411239624,55.7390619903854,51.084900835154734,55.7390619903854,3.0,2.226937806712934,6.6808134201388025,True,target,18,2017
AKAM,2017-12-15,57.18239833831787,60.3398355492494,56.129919268007356,60.3398355492494,3.0,1.8405647557549996,5.521694267264998,True,target,1,2017
LDOS,2017-12-15,56.78797164916992,60.089972046695074,55.68730484999487,60.089972046695074,3.0,1.938204107684731,5.814612323054193,True,target,19,2017
MSFT,2017-12-15,78.89925819396973,82.71524810791016,76.88836743000161,84.93193048587409,3.0,2.548681457846473,4.836534590171956,True,timeout,20,2017
RJF,2017-12-15,51.234901885986325,53.54125180887197,50.119670347965126,53.54125180887197,2.0680458221060496,2.1767027884681767,4.501521107658201,True,target,12,2017
INTU,2017-12-15,148.77531051635742,155.0137939453125,145.29546678331997,159.2148417154698,3.0,2.33899275421432,4.193224942568126,True,timeout,20,2017
VTRS,2017-12-18,33.435249938964844,37.69572067260742,31.214358623867525,40.0979238842568,3.0,6.6423649266911315,12.74245217672951,True,timeout,20,2017
