symbol,date,entry,exit,sl,tp,rr,risk_pct,pnl_pct,win,reason,days,year
GPN,2017-08-04,91.74964279174804,90.5899429321289,87.23779479955095,105.28518676833932,3.0,4.917564641028647,-1.263982969668239,False,timeout,20,2017
EL,2017-08-07,89.24772354125976,94.97799563002611,87.33763284500431,94.97799563002611,3.0,2.1402122322732473,6.4206366968197415,True,target,9,2017
EL,2017-08-08,89.71824394226074,96.88146597387818,87.33050326505493,96.88146597387818,3.0,2.6613769644694245,7.984130893408274,True,target,18,2017
ISRG,2017-08-15,108.39070198059082,115.87555694580078,102.41698102422535,126.31186484968723,3.0,5.511285421359449,6.905440068605009,True,timeout,20,2017
SYK,2017-08-15,132.7597915649414,129.7875960100995,129.7875960100995,137.21808489720425,1.5,2.2387769066268914,-2.2387769066268914,False,stop,6,2017
TMO,2017-08-31,180.92896545410156,184.91311645507812,171.8166051391246,208.26604639903246,3.0,5.036429790059574,2.202052607208034,True,timeout,20,2017
ACN,2017-08-31,112.97455032348633,117.55755162250229,111.44688322381434,117.55755162250229,3.0,1.3522223326383978,4.056666997915193,True,target,4,2017
BR,2017-09-05,66.86230476379394,70.17012365405417,65.75969846704054,70.17012365405417,3.0,1.649070130993257,4.947210392979771,True,target,14,2017
ABBV,2017-09-06,53.377255783081054,57.785832017111865,51.90773037173745,57.785832017111865,3.0,2.7530928478518706,8.259278543555611,True,target,2,2017
ACN,2017-09-07,115.98122062683106,118.88070678710938,111.9831304062803,127.97549128848335,3.0,3.4471875696278436,2.4999617564014054,True,timeout,20,2017
CTSH,2017-09-11,63.31275535583496,65.25473022460938,62.491016803523394,65.77797101276965,3.0,1.2979036336251208,3.067272712836438,True,timeout,20,2017
RMD,2017-09-11,74.01664695739746,70.17834922801278,70.17834922801278,85.53154014555149,3.0,5.185722249204193,-5.185722249204193,False,stop,11,2017
BAX,2017-09-11,55.20822555541992,53.75494873666408,53.75494873666408,57.38814078355368,1.5,2.632355603055906,-2.632355603055906,False,stop,12,2017
PYPL,2017-09-11,61.68381214141846,66.15218894547577,60.194353206732686,66.15218894547577,3.0,2.4146674516013795,7.244002354804138,True,target,20,2017
MU,2017-09-12,33.108178024291995,39.12677112227364,31.10198032496478,39.12677112227364,3.0000000000000018,6.05952311194906,18.178569335847193,True,target,14,2017
RMD,2017-09-14,73.26173721313477,72.15506596593471,72.15506596593471,75.21446083111506,1.7645019900180892,1.5105719428690323,-1.5105719428690323,False,stop,5,2017
CDNS,2017-09-14,37.639800453186034,39.4900016784668,36.48001127529695,39.4900016784668,1.5952909895644076,3.081284076762183,4.9155447239469945,True,target,12,2017
SNPS,2017-09-14,79.40789909362793,81.28962545070002,78.15341485557988,81.28962545070002,1.5000000000000058,1.5797977938805787,2.369696690820877,True,target,3,2017
MCO,2017-09-15,125.1302611541748,126.94287323886715,123.92185309771324,126.94287323886715,1.5,0.9657200786727901,1.4485801180091853,True,target,1,2017
VRSN,2017-09-15,102.07254844665528,104.52260487800078,100.43917749242495,104.52260487800078,1.5000000000000044,1.6002059114688951,2.40030886720335,True,target,3,2017
CF,2017-09-15,26.259834594726563,27.794764087752775,25.236548266042423,27.794764087752775,1.5000000000000018,3.8967737020309867,5.845160553046487,True,target,1,2017
AON,2017-09-15,132.01647583007812,134.74567077497915,130.59087706076588,134.74567077497915,1.9144201044854134,1.079864282354553,2.067313892255269,True,target,2,2017
CF,2017-09-18,28.02432197570801,29.75098991394043,25.212112266798243,36.460951102437306,3.0,10.034889376975615,6.161319227380871,True,timeout,20,2017
FIS,2017-09-18,79.2283543395996,81.4573745727539,78.08967139256305,82.64440318070928,3.0,1.437216456820213,2.8134122584447034,True,timeout,20,2017
AVY,2017-09-18,84.22729843139648,87.89078521728516,80.8015099279574,94.50466394171372,3.0,4.067313765535766,4.349524268396909,True,timeout,20,2017
AXP,2017-09-19,78.32551712036133,81.82264709472656,76.08074180890618,85.05984305472676,3.0,2.865956579649056,4.464866754714512,True,timeout,20,2017
APO,2017-09-22,22.702076854705812,23.655149459838867,21.566152931790754,26.109848623450986,3.0,5.003612357516962,4.198173635094083,True,timeout,20,2017
DHI,2017-09-27,34.398757438659665,38.58470466103752,33.003441697867046,38.58470466103752,3.0,4.056296926657205,12.168890779971612,True,target,16,2017
APO,2017-09-28,22.219518699645995,23.404046870829273,21.84355652644021,23.404046870829273,3.1506578469928113,1.6920356299696766,5.331025334955386,True,target,13,2017
DHI,2017-09-28,35.14715263366699,39.97409049134062,33.53817334777578,39.97409049134062,3.0,4.577836795661192,13.733510386983575,True,target,20,2017
EL,2017-09-29,96.0455216217041,99.84951024974946,94.67454217738756,99.84951024974946,2.7746503740920376,1.4274267255441946,3.9606100980201715,True,target,10,2017
TRMB,2017-10-02,39.481201057434085,40.31600590116189,38.924664494948885,40.31600590116189,1.5000000000000064,1.4096241947543453,2.1144362921315265,True,target,1,2017
LVS,2017-10-02,53.86090347290039,52.67991057344953,52.67991057344953,57.40388217125296,3.0,2.192671907267694,-2.192671907267694,False,stop,8,2017
CDW,2017-10-02,60.98877960205078,62.49750900268555,58.02140513841454,69.8909029929595,2.999999999999998,4.865443255297505,2.4737819160822023,True,timeout,20,2017
TRMB,2017-10-03,40.29300075531006,40.880001068115234,38.901375641309215,44.4678760973126,3.0,3.4537638992237345,1.4568294785734344,True,timeout,20,2017
MS,2017-10-05,38.260231018066406,37.67038043446434,37.67038043446434,40.0297827688726,3.0,1.5416806639864207,-1.5416806639864207,False,stop,6,2017
IQV,2017-10-18,99.92070030212402,104.5506167096887,98.37739483293579,104.5506167096887,3.0,1.5445302770315152,4.633590831094546,True,target,6,2017
CI,2017-10-20,172.30154205322265,179.1055388036484,167.7655442196055,179.1055388036484,1.5,2.632592709017093,3.948889063525639,True,target,4,2017
ISRG,2017-10-20,121.96140312194824,130.82666015625,115.43768673862687,141.53255227191235,3.0,5.349000762805557,7.2689037739566364,True,timeout,20,2017
INTU,2017-10-25,139.27940139770507,147.86698746411184,136.41687270890282,147.86698746411184,3.0,2.055241952561568,6.165725857684704,True,target,18,2017
CRM,2017-10-25,97.16752716064452,101.25690947292023,95.80439972321929,101.25690947292023,3.0,1.4028631552716284,4.208589465814884,True,target,5,2017
GPN,2017-10-26,94.27555824279786,98.13972473144531,91.8132118060951,101.66259755290613,3.0,2.6118608922592825,4.09879990176845,True,timeout,20,2017
