symbol,date,entry,sl,tp,tp_rr,risk_pct,exit_fixed,reason_fixed,days_fixed,pnl_fixed,win_fixed,exit_tight,reason_tight,days_tight,pnl_tight,win_tight,exit_wide,reason_wide,days_wide,pnl_wide,win_wide
ABT,2024-10-07,110.17,106.83,115.19,1.5,3.03,115.19,target,6,4.55,True,115.19,target,6,4.55,True,115.19,target,6,4.55,True
ABT,2024-11-18,114.6,109.45,122.32,1.5,4.49,112.19,below_sma,14,-2.1,False,114.88,trail,9,0.24,True,113.15,trail,11,-1.26,False
ABT,2025-10-15,128.8,126.83,134.17,2.74,1.52,126.83,stop,1,-1.52,False,126.83,stop,1,-1.52,False,126.83,stop,1,-1.52,False
ABBV,2024-07-25,173.23,151.02,239.84,3.0,12.82,183.91,timeout,30,6.16,True,176.82,trail,7,2.07,True,183.28,trail,29,5.8,True
ABBV,2024-09-03,187.99,168.65,245.98,3.0,10.28,183.9,timeout,30,-2.17,False,185.85,trail,2,-1.14,False,183.04,trail,2,-2.63,False
ABBV,2025-02-28,202.25,171.25,295.24,3.0,15.33,180.89,below_sma,25,-10.56,False,202.09,trail,2,-0.08,False,201.5,trail,16,-0.37,False
ABBV,2025-12-19,225.01,217.67,236.02,1.5,3.26,217.67,stop,9,-3.26,False,225.29,trail,8,0.13,True,222.04,trail,9,-1.32,False
ABBV,2026-02-04,217.11,211.73,229.79,2.36,2.48,219.02,below_sma,1,0.88,True,229.79,target,7,5.84,True,229.79,target,7,5.84,True
ABBV,2026-02-12,227.5,212.53,249.95,1.5,6.58,219.68,below_sma,20,-3.44,False,225.67,trail,4,-0.81,False,223.24,trail,20,-1.87,False
AMD,2023-05-16,101.48,85.17,150.41,3.0,16.07,111.24,timeout,30,9.62,True,122.12,trail,10,20.34,True,117.74,trail,13,16.02,True
AMD,2023-08-01,117.6,109.58,129.64,1.5,6.82,109.58,stop,1,-6.82,False,111.75,trail,1,-4.97,False,109.58,stop,1,-6.82,False
AFL,2023-09-07,70.76,67.53,75.61,1.5,4.57,75.61,target,24,6.85,True,71.99,trail,7,1.74,True,71.45,trail,18,0.98,True
AFL,2023-12-12,80.37,74.78,97.13,3.0,6.95,76.75,below_sma,18,-4.51,False,79.1,trail,2,-1.58,False,78.07,trail,2,-2.85,False
A,2024-02-06,133.54,124.99,146.37,1.5,6.41,127.55,below_sma,5,-4.49,False,129.8,trail,4,-2.8,False,126.62,trail,5,-5.18,False
A,2024-05-06,138.44,134.6,145.15,1.75,2.77,145.15,target,4,4.85,True,144.87,trail,4,4.65,True,145.15,target,4,4.85,True
ALLE,2024-02-01,123.96,110.53,164.23,3.0,10.83,127.5,timeout,30,2.86,True,121.2,trail,2,-2.22,False,124.5,trail,14,0.44,True
ALLE,2024-02-08,127.16,112.68,170.61,3.0,11.39,131.15,timeout,30,3.13,True,126.66,trail,3,-0.39,False,124.5,trail,9,-2.09,False
ALLE,2024-08-30,136.31,121.24,158.91,1.5,11.05,147.23,timeout,30,8.01,True,133.59,trail,3,-2.0,False,131.16,trail,7,-3.78,False
ALLE,2025-06-23,141.91,132.77,155.62,1.5,6.44,155.62,target,22,9.66,True,144.32,trail,6,1.7,True,146.36,trail,15,3.14,True
ALLE,2026-02-13,178.82,158.87,208.75,1.5,11.16,160.62,below_sma,3,-10.18,False,170.46,trail,1,-4.68,False,164.89,trail,1,-7.79,False
ALL,2024-05-31,161.95,158.62,166.94,1.5,2.05,158.62,stop,1,-2.05,False,158.62,stop,1,-2.05,False,158.62,stop,1,-2.05,False
ALL,2024-08-26,177.0,157.74,234.81,3.0,10.89,177.66,timeout,30,0.37,True,181.32,trail,7,2.44,True,178.29,trail,11,0.73,True
GOOGL,2023-10-06,136.45,126.97,150.68,1.5,6.95,126.97,stop,13,-6.95,False,135.62,trail,5,-0.61,False,132.96,trail,11,-2.56,False
GOOGL,2024-12-10,184.32,162.45,249.92,3.0,11.86,190.93,timeout,30,3.59,True,186.85,trail,1,1.37,True,186.76,trail,8,1.32,True
GOOGL,2026-01-07,321.75,290.44,368.72,1.5,9.73,310.74,below_sma,24,-3.42,False,329.34,trail,7,2.36,True,322.06,trail,8,0.1,True
MO,2024-04-19,36.37,34.9,38.56,1.5,4.03,38.56,target,14,6.04,True,38.56,target,14,6.04,True,38.56,target,14,6.04,True
MO,2024-10-31,49.03,44.4,62.92,3.0,9.45,49.44,timeout,30,0.84,True,48.24,trail,5,-1.61,False,50.63,trail,26,3.27,True
MO,2025-03-03,52.6,46.93,69.6,3.0,10.78,53.38,timeout,30,1.48,True,51.99,trail,1,-1.14,False,52.47,trail,14,-0.24,False
AMCR,2024-05-01,45.43,40.68,59.68,3.0,10.46,47.12,timeout,30,3.74,True,47.52,trail,12,4.61,True,46.72,trail,13,2.85,True
AMCR,2024-07-26,48.72,45.38,53.73,1.5,6.85,53.73,target,25,10.27,True,48.53,trail,5,-0.39,False,47.66,trail,6,-2.19,False
AIG,2023-02-16,57.8,56.37,59.95,1.5,2.48,56.37,stop,1,-2.48,False,56.37,stop,1,-2.48,False,56.37,stop,1,-2.48,False
AIG,2023-08-29,54.98,53.95,56.52,1.5,1.87,56.52,target,7,2.81,True,54.95,trail,5,-0.05,False,56.52,target,7,2.81,True
AIG,2023-09-07,56.2,54.3,59.05,1.5,3.38,59.05,target,8,5.07,True,59.05,target,8,5.07,True,59.05,target,8,5.07,True
AIG,2023-10-17,59.88,55.05,74.37,3.0,8.06,55.9,below_sma,4,-6.65,False,58.39,trail,2,-2.49,False,57.29,trail,3,-4.33,False
AIG,2024-05-01,72.59,69.91,76.6,1.5,3.69,76.6,target,3,5.53,True,74.08,trail,1,2.05,True,76.6,target,3,5.53,True
AIG,2024-10-17,76.65,69.45,98.27,3.0,9.4,74.42,timeout,30,-2.92,False,75.03,trail,2,-2.11,False,74.0,trail,6,-3.47,False
AMP,2023-09-07,329.28,321.68,340.69,1.5,2.31,326.16,below_sma,10,-0.95,False,330.45,trail,3,0.36,True,327.01,trail,10,-0.69,False
AMP,2023-09-08,333.72,321.9,351.45,1.5,3.54,326.16,below_sma,9,-2.27,False,330.45,trail,2,-0.98,False,327.01,trail,9,-2.01,False
AMP,2023-12-01,346.0,313.13,444.61,3.0,9.5,361.32,timeout,30,4.43,True,340.11,trail,2,-1.7,False,363.42,trail,25,5.03,True
AMP,2024-03-01,400.11,367.79,497.07,3.0,8.08,400.69,timeout,30,0.14,True,399.02,trail,6,-0.27,False,415.01,trail,27,3.72,True
AMP,2025-01-28,562.94,526.0,673.77,3.0,6.56,526.0,stop,2,-6.56,False,553.24,trail,2,-1.72,False,542.81,trail,2,-3.58,False
APH,2023-11-30,44.58,40.65,56.36,3.0,8.81,47.21,timeout,30,5.89,True,44.59,trail,3,0.03,True,47.78,trail,21,7.17,True
APH,2024-12-16,74.46,67.55,95.2,3.0,9.28,68.83,below_sma,9,-7.56,False,72.7,trail,2,-2.36,False,71.35,trail,2,-4.18,False
ADI,2023-02-10,168.88,154.24,190.84,1.5,8.67,175.67,timeout,30,4.02,True,179.07,trail,6,6.03,True,174.53,trail,7,3.35,True
ADI,2023-02-13,170.76,154.58,219.32,3.0,9.48,174.55,timeout,30,2.22,True,179.07,trail,5,4.86,True,174.53,trail,6,2.21,True
ADI,2023-02-14,172.74,154.67,226.95,3.0,10.46,179.85,timeout,30,4.11,True,179.07,trail,4,3.66,True,174.53,trail,5,1.04,True
ADI,2025-08-20,242.29,221.26,273.83,1.5,8.68,240.07,timeout,30,-0.92,False,247.28,trail,8,2.06,True,241.86,trail,9,-0.17,False
AMAT,2023-01-23,110.98,96.45,132.78,1.5,13.09,113.4,timeout,30,2.17,True,107.08,trail,5,-3.52,False,110.84,trail,14,-0.13,False
AMAT,2023-08-21,145.34,131.97,165.41,1.5,9.2,135.36,below_sma,18,-6.87,False,141.14,trail,3,-2.89,False,142.3,trail,12,-2.09,False
AMAT,2024-01-18,157.32,143.93,177.42,1.5,8.51,177.42,target,16,12.77,True,162.14,trail,3,3.06,True,163.04,trail,7,3.63,True
AMAT,2025-07-31,178.97,169.29,193.49,1.5,5.41,169.29,stop,11,-5.41,False,174.48,trail,4,-2.51,False,178.16,trail,11,-0.45,False
ACGL,2023-04-27,70.25,63.3,91.12,3.0,9.9,66.28,below_sma,23,-5.66,False,70.89,trail,5,0.91,True,69.39,trail,5,-1.22,False
ACGL,2023-06-30,71.17,67.21,77.13,1.5,5.58,77.13,target,10,8.36,True,68.99,trail,2,-3.07,False,77.13,target,10,8.36,True
ACGL,2023-08-30,73.3,70.32,77.78,1.5,4.07,72.14,below_sma,3,-1.6,False,74.25,trail,9,1.3,True,77.78,target,14,6.1,True
ACGL,2023-09-07,74.05,71.0,80.66,2.17,4.12,80.66,target,27,8.94,True,74.25,trail,4,0.28,True,75.23,trail,17,1.6,True
ACGL,2023-10-13,80.03,72.51,102.58,3.0,9.39,82.73,timeout,30,3.37,True,80.81,trail,4,0.97,True,79.2,trail,5,-1.03,False
T,2024-05-23,16.08,15.24,18.57,3.0,5.17,17.3,timeout,30,7.61,True,15.88,trail,2,-1.21,False,16.26,trail,13,1.12,True
T,2024-08-30,18.59,17.44,22.02,3.0,6.15,20.11,timeout,30,8.21,True,18.68,trail,1,0.52,True,19.85,trail,13,6.8,True
T,2024-09-03,19.08,17.43,24.03,3.0,8.65,20.35,timeout,30,6.64,True,19.02,trail,1,-0.35,False,19.85,trail,12,4.03,True
T,2025-01-27,23.13,20.85,29.95,3.0,9.84,24.92,timeout,30,7.75,True,23.11,trail,3,-0.06,False,25.44,trail,25,9.99,True
ADSK,2023-09-06,222.2,202.28,281.95,3.0,8.96,207.73,below_sma,10,-6.51,False,215.5,trail,4,-3.01,False,211.04,trail,5,-5.02,False
ADSK,2023-09-28,207.89,203.24,217.36,2.04,2.24,206.91,below_sma,1,-0.47,False,204.29,trail,3,-1.73,False,203.24,stop,3,-2.24,False
ADSK,2024-01-19,248.64,219.89,334.88,3.0,11.56,260.7,timeout,30,4.85,True,252.5,trail,11,1.55,True,256.82,trail,17,3.29,True
ADSK,2024-02-29,258.17,241.79,282.73,1.5,6.34,248.71,below_sma,22,-3.66,False,269.12,trail,1,4.24,True,262.18,trail,1,1.55,True
ADSK,2024-09-11,258.98,237.81,290.73,1.5,8.17,290.73,target,26,12.26,True,268.85,trail,14,3.81,True,290.73,target,26,12.26,True
ADSK,2025-06-23,300.95,277.71,335.81,1.5,7.72,286.11,below_sma,12,-4.93,False,311.36,trail,11,3.46,True,305.94,trail,11,1.66,True
ADP,2023-10-06,232.52,227.53,239.99,1.5,2.14,228.08,below_sma,10,-1.91,False,231.6,trail,5,-0.4,False,228.92,trail,10,-1.55,False
ADP,2024-09-03,264.65,238.42,343.35,3.0,9.91,279.97,timeout,30,5.79,True,261.52,trail,2,-1.18,False,257.7,trail,3,-2.63,False
ADP,2025-01-14,283.03,281.58,289.43,4.43,0.51,284.66,below_sma,1,0.58,True,289.43,target,3,2.26,True,289.43,target,3,2.26,True
ADP,2025-05-27,317.72,288.11,406.56,3.0,9.32,292.33,below_sma,20,-7.99,False,313.47,trail,2,-1.34,False,312.06,trail,9,-1.78,False
ADP,2025-06-03,318.52,291.3,400.19,3.0,8.55,292.33,below_sma,15,-8.22,False,315.97,trail,4,-0.8,False,312.06,trail,4,-2.03,False
BALL,2024-02-01,57.61,52.34,65.51,1.5,9.14,62.33,timeout,30,8.21,True,55.41,trail,1,-3.81,False,62.33,timeout,30,8.21,True
BALL,2024-02-14,60.12,53.06,81.3,3.0,11.74,65.52,timeout,30,8.99,True,61.92,trail,14,3.0,True,65.52,timeout,30,8.99,True
BAC,2024-02-29,32.95,30.69,39.71,3.0,6.84,34.16,timeout,30,3.68,True,32.72,trail,2,-0.68,False,35.04,trail,28,6.36,True
BAC,2024-03-04,33.55,30.68,42.16,3.0,8.56,33.1,below_sma,30,-1.34,False,33.86,trail,9,0.92,True,35.04,trail,26,4.45,True
BAC,2025-10-15,51.72,47.23,58.45,1.5,8.68,50.45,below_sma,26,-2.45,False,49.98,trail,1,-3.36,False,51.56,trail,22,-0.31,False
BAC,2025-10-24,52.0,48.09,63.76,3.0,7.54,50.45,below_sma,19,-2.99,False,51.89,trail,8,-0.23,False,51.56,trail,15,-0.86,False
BAC,2025-10-31,52.87,48.93,64.71,3.0,7.46,50.45,below_sma,14,-4.58,False,51.89,trail,3,-1.87,False,51.56,trail,10,-2.5,False
BAC,2025-11-04,52.96,49.06,64.67,3.0,7.37,50.45,below_sma,12,-4.74,False,51.28,trail,1,-3.18,False,51.56,trail,8,-2.66,False
BRK-B,2023-05-17,327.39,308.12,356.29,1.5,5.88,341.0,timeout,30,4.16,True,327.64,trail,4,0.08,True,323.44,trail,4,-1.21,False
BRK-B,2023-06-30,341.0,322.95,395.16,3.0,5.29,358.48,timeout,30,5.13,True,341.32,trail,9,0.09,True,358.48,timeout,30,5.13,True
BRK-B,2025-02-24,498.42,450.66,641.71,3.0,9.58,490.38,timeout,30,-1.61,False,492.69,trail,1,-1.15,False,493.27,trail,7,-1.03,False
BX,2024-03-04,119.27,113.38,128.11,1.5,4.94,116.32,below_sma,28,-2.47,False,115.67,trail,2,-3.01,False,119.49,trail,20,0.19,True
BX,2024-09-11,136.68,123.01,177.67,3.0,10.0,159.24,timeout,30,16.51,True,148.39,trail,10,8.57,True,145.04,trail,13,6.12,True
BSX,2023-01-31,46.25,44.62,48.69,1.5,3.52,48.69,target,3,5.28,True,46.53,trail,1,0.6,True,48.69,target,3,5.28,True
BSX,2023-02-01,47.54,44.57,56.44,3.0,6.24,48.3,timeout,30,1.6,True,47.59,trail,3,0.11,True,46.85,trail,11,-1.45,False
BSX,2023-02-24,47.01,45.32,49.55,1.5,3.6,49.55,target,24,5.39,True,46.46,trail,3,-1.17,False,46.39,trail,10,-1.32,False
BSX,2023-03-03,47.82,45.49,51.31,1.5,4.87,51.31,target,27,7.3,True,47.08,trail,2,-1.55,False,46.39,trail,5,-2.99,False
BSX,2024-04-16,68.12,65.43,72.15,1.5,3.95,72.15,target,6,5.92,True,66.89,trail,4,-1.8,False,72.15,target,6,5.92,True
BSX,2024-04-22,68.02,65.52,71.77,1.5,3.68,71.77,target,2,5.51,True,71.77,target,2,5.51,True,71.77,target,2,5.51,True
BSX,2024-04-23,68.99,65.58,79.23,3.0,4.95,75.89,timeout,30,10.0,True,72.15,trail,4,4.58,True,75.89,timeout,30,10.0,True
BSX,2024-05-31,75.57,69.57,93.58,3.0,7.94,78.14,timeout,30,3.4,True,76.24,trail,11,0.89,True,78.14,timeout,30,3.4,True
BSX,2024-08-29,80.67,75.17,97.17,3.0,6.82,87.1,timeout,30,7.97,True,80.65,trail,4,-0.02,False,87.1,timeout,30,7.97,True
AVGO,2023-02-28,56.7,53.44,61.59,1.5,5.75,61.59,target,15,8.62,True,59.44,trail,7,4.83,True,58.1,trail,9,2.47,True
AVGO,2023-12-08,91.73,83.84,103.56,1.5,8.6,103.56,target,2,12.9,True,96.16,trail,1,4.84,True,92.96,trail,1,1.34,True
AVGO,2024-12-11,180.7,160.92,210.36,1.5,10.95,210.36,target,2,16.42,True,210.36,target,2,16.42,True,210.36,target,2,16.42,True
BRO,2023-06-13,63.34,60.36,67.81,1.5,4.71,67.81,target,12,7.06,True,63.53,trail,2,0.3,True,67.81,target,12,7.06,True
BRO,2024-07-22,92.1,87.42,99.12,1.5,5.08,99.12,target,7,7.62,True,95.15,trail,1,3.31,True,99.12,target,7,7.62,True
COF,2024-04-18,137.66,129.72,149.58,1.5,5.77,137.06,below_sma,23,-0.44,False,140.89,trail,8,2.34,True,137.86,trail,9,0.15,True
COF,2024-10-11,152.64,134.62,206.7,3.0,11.81,184.0,timeout,30,20.55,True,152.37,trail,7,-0.18,False,178.99,trail,24,17.26,True
CAH,2023-05-04,76.92,69.92,87.43,1.5,9.1,86.84,timeout,30,12.89,True,80.85,trail,10,5.1,True,79.57,trail,16,3.45,True
CAH,2023-06-08,81.21,75.55,89.69,1.5,6.97,89.69,target,13,10.45,True,81.99,trail,4,0.97,True,89.69,target,13,10.45,True
CAH,2023-08-28,85.86,85.13,89.5,5.0,0.85,85.13,stop,1,-0.85,False,85.13,stop,1,-0.85,False,85.13,stop,1,-0.85,False
CAH,2024-12-20,116.03,111.33,123.09,1.5,4.05,123.09,target,16,6.08,True,117.94,trail,13,1.65,True,123.09,target,16,6.08,True
CAH,2025-01-30,126.36,115.27,143.0,1.5,8.78,126.11,timeout,30,-0.2,False,121.42,trail,1,-3.91,False,123.82,trail,24,-2.01,False
CAH,2025-12-15,198.98,180.92,226.07,1.5,9.08,210.72,timeout,30,5.9,True,204.18,trail,12,2.62,True,201.61,trail,13,1.32,True
COR,2023-11-10,194.0,175.91,248.25,3.0,9.32,200.4,timeout,30,3.3,True,190.63,trail,2,-1.74,False,195.11,trail,23,0.57,True
COR,2024-03-15,234.43,220.02,277.65,3.0,6.15,231.88,below_sma,18,-1.09,False,236.97,trail,9,1.08,True,235.2,trail,16,0.33,True
CF,2023-10-19,80.73,72.99,92.33,1.5,9.58,75.63,below_sma,5,-6.31,False,76.96,trail,2,-4.67,False,75.53,trail,5,-6.44,False
CF,2023-11-15,76.16,74.9,78.04,1.5,1.65,78.04,target,1,2.48,True,75.61,trail,1,-0.72,False,78.04,target,1,2.48,True
CF,2025-01-13,92.76,80.63,129.14,3.0,13.07,80.63,stop,17,-13.07,False,92.07,trail,5,-0.74,False,89.83,trail,5,-3.16,False
CRL,2023-01-23,252.55,213.85,368.64,3.0,15.32,213.85,stop,21,-15.32,False,239.46,trail,2,-5.19,False,242.0,trail,21,-4.18,False
CRL,2024-02-14,245.12,206.75,360.24,3.0,15.66,270.95,timeout,30,10.54,True,235.9,trail,3,-3.76,False,256.19,trail,21,4.52,True
CRL,2025-12-19,197.06,170.89,236.31,1.5,13.28,201.62,timeout,30,2.31,True,198.9,trail,8,0.93,True,195.18,trail,9,-0.95,False
CB,2024-03-11,249.27,231.5,275.94,1.5,7.13,243.27,below_sma,20,-2.41,False,250.84,trail,9,0.63,True,248.81,trail,17,-0.19,False
CB,2024-07-26,265.79,249.25,290.6,1.5,6.22,287.58,timeout,30,8.2,True,265.89,trail,4,0.04,True,260.8,trail,6,-1.88,False
CB,2025-05-29,292.3,280.08,310.63,1.5,4.18,283.81,below_sma,9,-2.9,False,290.73,trail,4,-0.54,False,286.12,trail,7,-2.11,False
CB,2025-12-08,296.36,279.34,321.87,1.5,5.74,299.1,below_sma,29,0.93,True,296.03,trail,2,-0.11,False,306.23,trail,18,3.33,True
CB,2026-01-22,300.03,294.6,312.64,2.32,1.81,312.64,target,8,4.2,True,312.64,target,8,4.2,True,312.64,target,8,4.2,True
CHD,2023-06-22,94.43,88.91,110.97,3.0,5.84,92.06,below_sma,29,-2.5,False,95.43,trail,11,1.06,True,94.18,trail,12,-0.26,False
CHD,2024-03-15,101.89,94.71,112.65,1.5,7.04,104.4,timeout,30,2.46,True,100.66,trail,3,-1.2,False,99.47,trail,14,-2.37,False
CHD,2024-04-01,102.55,96.43,120.9,3.0,5.96,104.63,timeout,30,2.03,True,100.88,trail,2,-1.63,False,99.47,trail,4,-3.0,False
CTAS,2023-05-09,112.4,106.45,121.32,1.5,5.29,121.32,target,27,7.94,True,114.05,trail,5,1.46,True,112.22,trail,11,-0.17,False
CTAS,2023-05-10,115.2,106.42,141.54,3.0,7.62,117.81,timeout,30,2.27,True,114.05,trail,4,-1.0,False,112.22,trail,10,-2.59,False
CTAS,2023-07-11,120.3,113.43,130.6,1.5,5.71,119.63,below_sma,25,-0.56,False,118.7,trail,2,-1.33,False,122.14,trail,16,1.53,True
CTAS,2023-09-12,125.29,118.92,134.85,1.5,5.09,118.92,stop,10,-5.09,False,125.86,trail,4,0.45,True,124.32,trail,7,-0.77,False
CTAS,2023-10-06,120.75,118.12,124.85,1.55,2.18,124.85,target,3,3.39,True,124.85,target,3,3.39,True,124.85,target,3,3.39,True
CSCO,2023-02-15,44.26,42.46,46.95,1.5,4.06,46.95,target,1,6.08,True,45.55,trail,1,2.92,True,46.95,target,1,6.08,True
CSCO,2023-02-16,46.58,42.07,60.1,3.0,9.68,47.76,timeout,30,2.53,True,45.36,trail,2,-2.61,False,44.35,trail,4,-4.78,False
CSCO,2023-03-16,45.78,42.95,50.04,1.5,6.2,44.21,below_sma,23,-3.43,False,45.58,trail,4,-0.45,False,46.39,trail,18,1.32,True
CME,2024-11-15,209.66,201.64,221.68,1.5,3.82,221.68,target,9,5.73,True,221.68,target,9,5.73,True,221.68,target,9,5.73,True
CME,2024-11-19,213.74,201.94,249.14,3.0,5.52,222.83,timeout,30,4.25,True,225.24,trail,11,5.38,True,220.9,trail,13,3.35,True
CME,2024-11-26,218.14,202.95,263.7,3.0,6.96,219.9,timeout,30,0.81,True,225.24,trail,6,3.26,True,220.9,trail,8,1.27,True
CL,2024-01-17,76.87,72.6,89.68,3.0,5.56,82.64,timeout,30,7.51,True,76.75,trail,5,-0.16,False,79.45,trail,18,3.36,True
CL,2024-04-19,83.71,81.7,86.72,1.5,2.4,86.72,target,5,3.6,True,84.29,trail,3,0.7,True,86.72,target,5,3.6,True
CPAY,2023-08-09,260.04,236.94,294.7,1.5,8.88,269.95,timeout,30,3.81,True,261.62,trail,1,0.61,True,259.08,trail,8,-0.37,False
CPAY,2023-08-23,264.51,244.18,295.01,1.5,7.69,258.86,below_sma,24,-2.14,False,272.26,trail,20,2.93,True,268.2,trail,20,1.4,True
CPAY,2024-03-15,295.64,274.82,326.87,1.5,7.04,305.09,timeout,30,3.2,True,309.63,trail,6,4.73,True,303.18,trail,8,2.55,True
CPAY,2025-01-08,357.42,345.66,375.06,1.5,3.29,348.39,below_sma,1,-2.53,False,346.43,trail,2,-3.07,False,345.66,stop,2,-3.29,False
CRH,2023-05-05,47.18,45.32,49.97,1.5,3.94,46.45,below_sma,12,-1.54,False,47.04,trail,12,-0.3,False,46.37,trail,12,-1.7,False
CRH,2023-11-01,54.31,50.73,59.68,1.5,6.59,59.68,target,17,9.88,True,56.82,trail,10,4.62,True,59.68,target,17,9.88,True
CRH,2024-10-10,89.17,82.96,98.49,1.5,6.97,98.49,target,19,10.45,True,90.26,trail,8,1.23,True,98.49,target,19,10.45,True
CRH,2025-01-15,94.67,93.78,98.01,3.75,0.94,94.51,below_sma,1,-0.17,False,98.01,target,3,3.53,True,98.01,target,3,3.53,True
DVA,2023-06-27,95.93,90.75,103.71,1.5,5.4,103.71,target,7,8.11,True,103.71,target,7,8.11,True,103.71,target,7,8.11,True
DVA,2023-09-13,101.13,98.58,104.96,1.5,2.53,98.58,stop,1,-2.53,False,98.58,stop,1,-2.53,False,98.58,stop,1,-2.53,False
DAL,2024-02-22,41.07,37.6,46.26,1.5,8.43,46.26,target,24,12.65,True,40.52,trail,7,-1.33,False,46.26,target,24,12.65,True
DAL,2024-03-07,41.81,38.06,53.06,3.0,8.97,46.49,timeout,30,11.2,True,40.98,trail,3,-1.97,False,45.55,trail,17,8.94,True
DPZ,2023-09-11,379.37,357.58,412.06,1.5,5.74,370.33,below_sma,5,-2.38,False,374.42,trail,4,-1.31,False,367.59,trail,6,-3.11,False
DPZ,2024-02-22,413.68,391.5,446.96,1.5,5.36,446.96,target,2,8.04,True,442.99,trail,2,7.08,True,446.96,target,2,8.04,True
DASH,2023-06-09,71.78,59.95,107.27,3.0,16.48,85.4,timeout,30,18.97,True,75.96,trail,17,5.82,True,85.4,timeout,30,18.97,True
DASH,2023-11-14,93.69,73.22,155.11,3.0,21.85,100.21,timeout,30,6.96,True,92.81,trail,11,-0.94,False,100.21,timeout,30,6.96,True
DASH,2024-09-11,130.02,111.53,185.5,3.0,14.22,150.92,timeout,30,16.07,True,128.05,trail,4,-1.51,False,150.92,timeout,30,16.07,True
DOV,2024-02-01,152.73,139.26,193.15,3.0,8.82,171.78,timeout,30,12.47,True,154.58,trail,8,1.21,True,171.78,timeout,30,12.47,True
DOV,2024-04-03,170.63,158.12,189.38,1.5,7.33,181.22,timeout,30,6.21,True,168.99,trail,1,-0.96,False,167.43,trail,8,-1.87,False
DOV,2024-04-25,175.29,161.72,215.98,3.0,7.74,173.93,timeout,30,-0.78,False,173.56,trail,4,-0.98,False,178.5,trail,22,1.83,True
DOV,2026-01-21,208.07,186.43,272.99,3.0,10.4,215.58,timeout,30,3.61,True,204.95,trail,5,-1.5,False,201.41,trail,6,-3.2,False
ETN,2024-06-17,319.1,303.17,343.01,1.5,4.99,309.24,below_sma,6,-3.09,False,310.46,trail,3,-2.71,False,304.81,trail,8,-4.48,False
ETN,2024-10-31,326.33,305.19,358.04,1.5,6.48,358.04,target,4,9.72,True,358.04,target,4,9.72,True,358.04,target,4,9.72,True
ETN,2025-09-10,361.12,347.83,397.16,2.71,3.68,359.48,timeout,30,-0.46,False,364.62,trail,5,0.97,True,361.62,trail,30,0.14,True
ECL,2024-01-18,195.97,183.46,233.49,3.0,6.38,220.46,timeout,30,12.5,True,194.22,trail,4,-0.89,False,191.97,trail,10,-2.04,False
ECL,2024-03-15,221.62,200.63,284.6,3.0,9.47,214.88,below_sma,22,-3.04,False,223.27,trail,10,0.74,True,220.77,trail,13,-0.38,False
ECL,2024-04-26,216.69,214.35,226.95,4.39,1.08,217.25,below_sma,1,0.26,True,220.14,trail,3,1.59,True,226.95,target,7,4.74,True
ECL,2024-07-29,243.55,230.03,284.12,3.0,5.55,230.03,stop,1,-5.55,False,233.88,trail,1,-3.97,False,230.03,stop,1,-5.55,False
ECL,2024-10-29,249.85,240.7,263.57,1.5,3.66,241.94,below_sma,2,-3.16,False,245.56,trail,2,-1.72,False,240.7,stop,3,-3.66,False
EQT,2023-07-26,39.9,34.95,54.74,3.0,12.4,40.27,timeout,30,0.94,True,39.21,trail,5,-1.73,False,40.39,trail,20,1.24,True
EQT,2023-10-05,39.63,38.51,42.42,2.5,2.82,42.42,target,2,7.06,True,42.42,target,2,7.06,True,42.42,target,2,7.06,True
EQT,2025-03-04,49.41,45.85,56.0,1.84,7.22,45.85,stop,2,-7.22,False,46.62,trail,2,-5.65,False,45.85,stop,2,-7.22,False
FFIV,2024-08-29,202.14,177.98,238.39,1.5,11.95,222.62,timeout,30,10.13,True,198.23,trail,2,-1.94,False,222.62,timeout,30,10.13,True
FFIV,2024-09-05,200.8,180.09,231.87,1.5,10.32,217.0,timeout,30,8.07,True,197.45,trail,4,-1.67,False,216.49,trail,29,7.81,True
FFIV,2024-09-12,205.95,182.79,275.44,3.0,11.25,213.57,timeout,30,3.7,True,217.74,trail,9,5.72,True,216.49,trail,24,5.12,True
FFIV,2025-06-23,295.09,269.2,372.77,3.0,8.77,318.78,timeout,30,8.03,True,290.86,trail,3,-1.43,False,285.63,trail,3,-3.21,False
FDS,2023-09-21,414.91,402.71,433.21,1.5,2.94,433.21,target,6,4.41,True,410.93,trail,1,-0.96,False,433.21,target,6,4.41,True
FDS,2024-12-19,481.62,448.41,531.43,1.5,6.89,458.31,below_sma,10,-4.84,False,469.6,trail,8,-2.49,False,461.18,trail,10,-4.24,False
FTNT,2024-09-20,76.78,66.16,92.72,1.5,13.84,78.8,timeout,30,2.63,True,76.0,trail,3,-1.02,False,79.88,trail,19,4.04,True
FTNT,2024-11-06,80.87,75.52,88.9,1.5,6.62,88.9,target,2,9.93,True,88.19,trail,2,9.05,True,85.29,trail,2,5.47,True
FTNT,2024-11-07,83.68,75.45,108.36,3.0,9.83,97.19,timeout,30,16.14,True,88.19,trail,1,5.39,True,85.29,trail,1,1.93,True
FTNT,2025-01-27,96.77,92.02,103.9,1.5,4.91,103.9,target,7,7.37,True,96.12,trail,1,-0.67,False,103.9,target,7,7.37,True
FTNT,2025-01-28,99.83,91.57,112.22,1.5,8.27,112.22,target,13,12.41,True,98.82,trail,4,-1.01,False,112.22,target,13,12.41,True
